scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
464,centre,to_train,True,1,True,10,surround,station_exit,main,10,5
465,centre,to_train,True,1,True,10,surround,station_exit,side,3,5
466,centre,to_train,True,1,True,10,surround,station_exit,side,5,5
467,centre,to_train,True,1,True,10,surround,station_exit,side,10,5
468,centre,to_train,True,1,False,10,furthest,metro_platform,main,3,5
469,centre,to_train,True,1,False,10,furthest,metro_platform,main,5,5
470,centre,to_train,True,1,False,10,furthest,metro_platform,main,10,5
471,centre,to_train,True,1,False,10,furthest,metro_platform,side,3,5
472,centre,to_train,True,1,False,10,furthest,metro_platform,side,5,5
473,centre,to_train,True,1,False,10,furthest,metro_platform,side,10,5
474,centre,to_train,True,1,False,10,furthest,station_exit,main,3,5
475,centre,to_train,True,1,False,10,furthest,station_exit,main,5,5
476,centre,to_train,True,1,False,10,furthest,station_exit,main,10,5
477,centre,to_train,True,1,False,10,furthest,station_exit,side,3,5
478,centre,to_train,True,1,False,10,furthest,station_exit,side,5,5
479,centre,to_train,True,1,False,10,furthest,station_exit,side,10,5
480,centre,to_train,True,1,False,10,largest,metro_platform,main,3,5
481,centre,to_train,True,1,False,10,largest,metro_platform,main,5,5
482,centre,to_train,True,1,False,10,largest,metro_platform,main,10,5
483,centre,to_train,True,1,False,10,largest,metro_platform,side,3,5
484,centre,to_train,True,1,False,10,largest,metro_platform,side,5,5
485,centre,to_train,True,1,False,10,largest,metro_platform,side,10,5
486,centre,to_train,True,1,False,10,largest,station_exit,main,3,5
487,centre,to_train,True,1,False,10,largest,station_exit,main,5,5
488,centre,to_train,True,1,False,10,largest,station_exit,main,10,5
489,centre,to_train,True,1,False,10,largest,station_exit,side,3,5
490,centre,to_train,True,1,False,10,largest,station_exit,side,5,5
491,centre,to_train,True,1,False,10,largest,station_exit,side,10,5
492,centre,to_train,True,1,False,10,surround,metro_platform,main,3,5
493,centre,to_train,True,1,False,10,surround,metro_platform,main,5,5
494,centre,to_train,True,1,False,10,surround,metro_platform,main,10,5
495,centre,to_train,True,1,False,10,surround,metro_platform,side,3,5
496,centre,to_train,True,1,False,10,surround,metro_platform,side,5,5
497,centre,to_train,True,1,False,10,surround,metro_platform,side,10,5
498,centre,to_train,True,1,False,10,surround,station_exit,main,3,5
499,centre,to_train,True,1,False,10,surround,station_exit,main,5,5
500,centre,to_train,True,1,False,10,surround,station_exit,main,10,5
501,centre,to_train,True,1,False,10,surround,station_exit,side,3,5
502,centre,to_train,True,1,False,10,surround,station_exit,side,5,5
503,centre,to_train,True,1,False,10,surround,station_exit,side,10,5
504,centre,to_train,True,3,True,10,furthest,metro_platform,main,3,5
505,centre,to_train,True,3,True,10,furthest,metro_platform,main,5,5
506,centre,to_train,True,3,True,10,furthest,metro_platform,main,10,5
507,centre,to_train,True,3,True,10,furthest,metro_platform,side,3,5
508,centre,to_train,True,3,True,10,furthest,metro_platform,side,5,5
509,centre,to_train,True,3,True,10,furthest,metro_platform,side,10,5
510,centre,to_train,True,3,True,10,furthest,station_exit,main,3,5
511,centre,to_train,True,3,True,10,furthest,station_exit,main,5,5
512,centre,to_train,True,3,True,10,furthest,station_exit,main,10,5
513,centre,to_train,True,3,True,10,furthest,station_exit,side,3,5
514,centre,to_train,True,3,True,10,furthest,station_exit,side,5,5
515,centre,to_train,True,3,True,10,furthest,station_exit,side,10,5
516,centre,to_train,True,3,True,10,largest,metro_platform,main,3,5
517,centre,to_train,True,3,True,10,largest,metro_platform,main,5,5
518,centre,to_train,True,3,True,10,largest,metro_platform,main,10,5
519,centre,to_train,True,3,True,10,largest,metro_platform,side,3,5
520,centre,to_train,True,3,True,10,largest,metro_platform,side,5,5
521,centre,to_train,True,3,True,10,largest,metro_platform,side,10,5
522,centre,to_train,True,3,True,10,largest,station_exit,main,3,5
523,centre,to_train,True,3,True,10,largest,station_exit,main,5,5
524,centre,to_train,True,3,True,10,largest,station_exit,main,10,5
525,centre,to_train,True,3,True,10,largest,station_exit,side,3,5
526,centre,to_train,True,3,True,10,largest,station_exit,side,5,5
527,centre,to_train,True,3,True,10,largest,station_exit,side,10,5
528,centre,to_train,True,3,True,10,surround,metro_platform,main,3,5
529,centre,to_train,True,3,True,10,surround,metro_platform,main,5,5
530,centre,to_train,True,3,True,10,surround,metro_platform,main,10,5
531,centre,to_train,True,3,True,10,surround,metro_platform,side,3,5
532,centre,to_train,True,3,True,10,surround,metro_platform,side,5,5
533,centre,to_train,True,3,True,10,surround,metro_platform,side,10,5
534,centre,to_train,True,3,True,10,surround,station_exit,main,3,5
535,centre,to_train,True,3,True,10,surround,station_exit,main,5,5
536,centre,to_train,True,3,True,10,surround,station_exit,main,10,5
537,centre,to_train,True,3,True,10,surround,station_exit,side,3,5
538,centre,to_train,True,3,True,10,surround,station_exit,side,5,5
539,centre,to_train,True,3,True,10,surround,station_exit,side,10,5
540,centre,to_train,True,3,False,10,furthest,metro_platform,main,3,5
541,centre,to_train,True,3,False,10,furthest,metro_platform,main,5,5
542,centre,to_train,True,3,False,10,furthest,metro_platform,main,10,5
543,centre,to_train,True,3,False,10,furthest,metro_platform,side,3,5
544,centre,to_train,True,3,False,10,furthest,metro_platform,side,5,5
545,centre,to_train,True,3,False,10,furthest,metro_platform,side,10,5
546,centre,to_train,True,3,False,10,furthest,station_exit,main,3,5
547,centre,to_train,True,3,False,10,furthest,station_exit,main,5,5
548,centre,to_train,True,3,False,10,furthest,station_exit,main,10,5
549,centre,to_train,True,3,False,10,furthest,station_exit,side,3,5
550,centre,to_train,True,3,False,10,furthest,station_exit,side,5,5
551,centre,to_train,True,3,False,10,furthest,station_exit,side,10,5
552,centre,to_train,True,3,False,10,largest,metro_platform,main,3,5
553,centre,to_train,True,3,False,10,largest,metro_platform,main,5,5
554,centre,to_train,True,3,False,10,largest,metro_platform,main,10,5
555,centre,to_train,True,3,False,10,largest,metro_platform,side,3,5
556,centre,to_train,True,3,False,10,largest,metro_platform,side,5,5
557,centre,to_train,True,3,False,10,largest,metro_platform,side,10,5
558,centre,to_train,True,3,False,10,largest,station_exit,main,3,5
559,centre,to_train,True,3,False,10,largest,station_exit,main,5,5
560,centre,to_train,True,3,False,10,largest,station_exit,main,10,5
561,centre,to_train,True,3,False,10,largest,station_exit,side,3,5
562,centre,to_train,True,3,False,10,largest,station_exit,side,5,5
563,centre,to_train,True,3,False,10,largest,station_exit,side,10,5
564,centre,to_train,True,3,False,10,surround,metro_platform,main,3,5
565,centre,to_train,True,3,False,10,surround,metro_platform,main,5,5
566,centre,to_train,True,3,False,10,surround,metro_platform,main,10,5
567,centre,to_train,True,3,False,10,surround,metro_platform,side,3,5
568,centre,to_train,True,3,False,10,surround,metro_platform,side,5,5
569,centre,to_train,True,3,False,10,surround,metro_platform,side,10,5
570,centre,to_train,True,3,False,10,surround,station_exit,main,3,5
571,centre,to_train,True,3,False,10,surround,station_exit,main,5,5
572,centre,to_train,True,3,False,10,surround,station_exit,main,10,5
573,centre,to_train,True,3,False,10,surround,station_exit,side,3,5
574,centre,to_train,True,3,False,10,surround,station_exit,side,5,5
575,centre,to_train,True,3,False,10,surround,station_exit,side,10,5
576,centre,to_train,True,5,True,10,furthest,metro_platform,main,3,5
577,centre,to_train,True,5,True,10,furthest,metro_platform,main,5,5
578,centre,to_train,True,5,True,10,furthest,metro_platform,main,10,5
579,centre,to_train,True,5,True,10,furthest,metro_platform,side,3,5
580,centre,to_train,True,5,True,10,furthest,metro_platform,side,5,5
581,centre,to_train,True,5,True,10,furthest,metro_platform,side,10,5
582,centre,to_train,True,5,True,10,furthest,station_exit,main,3,5
583,centre,to_train,True,5,True,10,furthest,station_exit,main,5,5
584,centre,to_train,True,5,True,10,furthest,station_exit,main,10,5
585,centre,to_train,True,5,True,10,furthest,station_exit,side,3,5
586,centre,to_train,True,5,True,10,furthest,station_exit,side,5,5
587,centre,to_train,True,5,True,10,furthest,station_exit,side,10,5
588,centre,to_train,True,5,True,10,largest,metro_platform,main,3,5
589,centre,to_train,True,5,True,10,largest,metro_platform,main,5,5
590,centre,to_train,True,5,True,10,largest,metro_platform,main,10,5
591,centre,to_train,True,5,True,10,largest,metro_platform,side,3,5
592,centre,to_train,True,5,True,10,largest,metro_platform,side,5,5
593,centre,to_train,True,5,True,10,largest,metro_platform,side,10,5
594,centre,to_train,True,5,True,10,largest,station_exit,main,3,5
595,centre,to_train,True,5,True,10,largest,station_exit,main,5,5
596,centre,to_train,True,5,True,10,largest,station_exit,main,10,5
597,centre,to_train,True,5,True,10,largest,station_exit,side,3,5
598,centre,to_train,True,5,True,10,largest,station_exit,side,5,5
599,centre,to_train,True,5,True,10,largest,station_exit,side,10,5
600,centre,to_train,True,5,True,10,surround,metro_platform,main,3,5
601,centre,to_train,True,5,True,10,surround,metro_platform,main,5,5
602,centre,to_train,True,5,True,10,surround,metro_platform,main,10,5
603,centre,to_train,True,5,True,10,surround,metro_platform,side,3,5
604,centre,to_train,True,5,True,10,surround,metro_platform,side,5,5
605,centre,to_train,True,5,True,10,surround,metro_platform,side,10,5
606,centre,to_train,True,5,True,10,surround,station_exit,main,3,5
607,centre,to_train,True,5,True,10,surround,station_exit,main,5,5
608,centre,to_train,True,5,True,10,surround,station_exit,main,10,5
609,centre,to_train,True,5,True,10,surround,station_exit,side,3,5
610,centre,to_train,True,5,True,10,surround,station_exit,side,5,5
611,centre,to_train,True,5,True,10,surround,station_exit,side,10,5
612,centre,to_train,True,5,False,10,furthest,metro_platform,main,3,5
613,centre,to_train,True,5,False,10,furthest,metro_platform,main,5,5
614,centre,to_train,True,5,False,10,furthest,metro_platform,main,10,5
615,centre,to_train,True,5,False,10,furthest,metro_platform,side,3,5
616,centre,to_train,True,5,False,10,furthest,metro_platform,side,5,5
617,centre,to_train,True,5,False,10,furthest,metro_platform,side,10,5
618,centre,to_train,True,5,False,10,furthest,station_exit,main,3,5
619,centre,to_train,True,5,False,10,furthest,station_exit,main,5,5
620,centre,to_train,True,5,False,10,furthest,station_exit,main,10,5
621,centre,to_train,True,5,False,10,furthest,station_exit,side,3,5
622,centre,to_train,True,5,False,10,furthest,station_exit,side,5,5
623,centre,to_train,True,5,False,10,furthest,station_exit,side,10,5
624,centre,to_train,True,5,False,10,largest,metro_platform,main,3,5
625,centre,to_train,True,5,False,10,largest,metro_platform,main,5,5
626,centre,to_train,True,5,False,10,largest,metro_platform,main,10,5
627,centre,to_train,True,5,False,10,largest,metro_platform,side,3,5
628,centre,to_train,True,5,False,10,largest,metro_platform,side,5,5
629,centre,to_train,True,5,False,10,largest,metro_platform,side,10,5
630,centre,to_train,True,5,False,10,largest,station_exit,main,3,5
631,centre,to_train,True,5,False,10,largest,station_exit,main,5,5
632,centre,to_train,True,5,False,10,largest,station_exit,main,10,5
633,centre,to_train,True,5,False,10,largest,station_exit,side,3,5
634,centre,to_train,True,5,False,10,largest,station_exit,side,5,5
635,centre,to_train,True,5,False,10,largest,station_exit,side,10,5
636,centre,to_train,True,5,False,10,surround,metro_platform,main,3,5
637,centre,to_train,True,5,False,10,surround,metro_platform,main,5,5
638,centre,to_train,True,5,False,10,surround,metro_platform,main,10,5
639,centre,to_train,True,5,False,10,surround,metro_platform,side,3,5
640,centre,to_train,True,5,False,10,surround,metro_platform,side,5,5
641,centre,to_train,True,5,False,10,surround,metro_platform,side,10,5
642,centre,to_train,True,5,False,10,surround,station_exit,main,3,5
643,centre,to_train,True,5,False,10,surround,station_exit,main,5,5
644,centre,to_train,True,5,False,10,surround,station_exit,main,10,5
645,centre,to_train,True,5,False,10,surround,station_exit,side,3,5
646,centre,to_train,True,5,False,10,surround,station_exit,side,5,5
647,centre,to_train,True,5,False,10,surround,station_exit,side,10,5
648,centre,to_train,False,1,True,10,furthest,metro_platform,main,3,5
649,centre,to_train,False,1,True,10,furthest,metro_platform,main,5,5
650,centre,to_train,False,1,True,10,furthest,metro_platform,main,10,5
651,centre,to_train,False,1,True,10,furthest,metro_platform,side,3,5
652,centre,to_train,False,1,True,10,furthest,metro_platform,side,5,5
653,centre,to_train,False,1,True,10,furthest,metro_platform,side,10,5
654,centre,to_train,False,1,True,10,furthest,station_exit,main,3,5
655,centre,to_train,False,1,True,10,furthest,station_exit,main,5,5
656,centre,to_train,False,1,True,10,furthest,station_exit,main,10,5
657,centre,to_train,False,1,True,10,furthest,station_exit,side,3,5
658,centre,to_train,False,1,True,10,furthest,station_exit,side,5,5
659,centre,to_train,False,1,True,10,furthest,station_exit,side,10,5
660,centre,to_train,False,1,True,10,largest,metro_platform,main,3,5
661,centre,to_train,False,1,True,10,largest,metro_platform,main,5,5
662,centre,to_train,False,1,True,10,largest,metro_platform,main,10,5
663,centre,to_train,False,1,True,10,largest,metro_platform,side,3,5
664,centre,to_train,False,1,True,10,largest,metro_platform,side,5,5
665,centre,to_train,False,1,True,10,largest,metro_platform,side,10,5
